ID;EXTERNAL_ID;Успешных платежей за 180 дней
73243;133768963@134498865|urn:sbrfsystems:52-isppn;90
16415;135111305@136558115|phiz-gate-gorod;90
29052;VLD_VES15@KP0002_81|urn:sbrfsystems:42-yenisei;90
114133;97250871@97250943|urn:sbrfsystems:55-isppn;90
109358;TTTPFR864@ASBC|phiz-gate-cpfl-dvb;90
80236;32864011@43956615|gorod-bajkal;90
79759;159849204@159849513|phiz-gate-gorod;90
44660;48203273@49325145|urn:sbrfsystems:55-isppn;90
73250;133792254@133793062|urn:sbrfsystems:52-isppn;90
44342;37675162@84035322|urn:sbrfsystems:55-isppn;90
68363;K111131@N004032|phiz-gate-enisey;90
109937;1977@4577|urn:sbrfsystems:99-rbc;90
69182;44954317@44960581|urn:sbrfsystems:55-isppn;90
19312;660640015_64231_00_07@660640015|urn:sbrfsystems:40-cpfl;90
15828;DMF49070@ASBC|phiz-gate-cpfl-dvb;90
100025;128928-56@128928-56|urn:sbrfsystems:54-asbil;90
100950;137874-11@137874-11|urn:sbrfsystems:54-asbil;90
39004;7723254308@3246158810|urn:sbrfsystems:49-ufo;90
76573;92762303@98187307|gorod-altaj;90
114784;AGAZ28636@ASBC|phiz-gate-cpfl-dvb;90
111578;Org_33454@4053|urn:sbrfsystems:99-rbc;90
109468;2762798@52445448|gorod-bajkal;90
69706;81206208@81206390|urn:sbrfsystems:55-isppn;90
45129;66551308@66553163|urn:sbrfsystems:55-isppn;90
98685;9664805708@9399949673|urn:sbrfsystems:49-ufo;90
37307;3014750104@3014750102|urn:sbrfsystems:49-ufo;90
48672;3042094581@3042094570|urn:sbrfsystems:49-ufo;90
72353;115564931@134498788|urn:sbrfsystems:52-isppn;90
98639;14608322774@14606337754|urn:sbrfsystems:49-ufo;89
66334;1801_06106_00_01@1801|phiz-gate-cpfl-cchb;89
37282;3014739000@3014738998|urn:sbrfsystems:49-ufo;89
60655;TTTV09635@ASBC|phiz-gate-cpfl-dvb;89
68260;3419189848@3419189844|urn:sbrfsystems:49-ufo;89
70131;75501558@75502700|urn:sbrfsystems:55-isppn;89
40788;70073012@70140397|phiz-gate-cpfl-skb;89
61406;17070_50721_00_01@17070|phiz-gate-cpfl-cchb;89
24703;KAR9070@ASBC|phiz-gate-cpfl-dvb;89
106133;46652573@48533680|urn:sbrfsystems:55-isppn;89
92703;39866742@39868681|urn:sbrfsystems:55-isppn;89
94548;10364718904@9530541381|urn:sbrfsystems:49-ufo;89
89702;44967001@45039876|urn:sbrfsystems:55-isppn;89
48896;3245083565@3245083561|urn:sbrfsystems:49-ufo;89
48858;3201164153@3201164150|urn:sbrfsystems:49-ufo;89
75143;105366417@135734771|urn:sbrfsystems:52-isppn;89
95032;630000022_63641_00_00@630000022|urn:sbrfsystems:40-cpfl;89
94545;10363409017@9399949324|urn:sbrfsystems:49-ufo;89
70228;10108385897@7212856874|urn:sbrfsystems:49-ufo;89
71140;37397068@44413748|gorod-bajkal;89
72756;125758166@126700207|urn:sbrfsystems:52-isppn;89
26937;420405_12@NSK_52|urn:sbrfsystems:42-yenisei;89
112768;10228397538@7212856874|urn:sbrfsystems:49-ufo;89
92912;103605786@134018669|urn:sbrfsystems:52-isppn;89
73982;63401464@63401514|urn:sbrfsystems:52-isppn;89
44897;53893962@54101784|urn:sbrfsystems:55-isppn;89
110811;Org_23695@3197|urn:sbrfsystems:99-rbc;89
104784;89519-54@89519-54|urn:sbrfsystems:54-asbil;89
67033;!KKKL@3128_KKKL|phiz-gate-enisey;89
111946;Org_33949@2774|urn:sbrfsystems:99-rbc;89
107886;TAR_KZST@TAR_KZST|urn:sbrfsystems:42-yenisei;89
73841;52756926@52893065|urn:sbrfsystems:52-isppn;89
29063;VLD_VES8@KP0002_81|urn:sbrfsystems:42-yenisei;89
60457;158754-46@158754-46|urn:sbrfsystems:54-asbil;89
46756;35270475@68771374|phiz-gate-cpfl-skb;89
48320;3014771396@3014771394|urn:sbrfsystems:49-ufo;89
75064;ADBC03@ASBC|phiz-gate-cpfl-dvb;89
45068;58570322@58570372|urn:sbrfsystems:55-isppn;89
94661;10592495492@9530765243|urn:sbrfsystems:49-ufo;89
104861;90192-54@90192-54|urn:sbrfsystems:54-asbil;88
35373;TTTDS8567@ASBC|phiz-gate-cpfl-dvb;88
2242;111800714@112607671|phiz-gate-gorod;88
67864;TAR_G041@TAR_G041P|urn:sbrfsystems:42-yenisei;88
114775;AENG9636@ASBC|phiz-gate-cpfl-dvb;88
70381;4928715@111159112|urn:sbrfsystems:55-isppn;88
35297;68372874@68415982|phiz-gate-cpfl-skb;88
66798;!TMIR@3128_TMIR|phiz-gate-enisey;88
19302;660640005_64001_00_07@660640005|urn:sbrfsystems:40-cpfl;88
63787;27107_60721_00_01@27107|phiz-gate-cpfl-cchb;88
99695;120958-48@120958-48|urn:sbrfsystems:54-asbil;88
38549;5215813778@5215810685|urn:sbrfsystems:49-ufo;88
69081;111877850@111878140|urn:sbrfsystems:55-isppn;88
32935;UKPR8635@ASBC|phiz-gate-cpfl-dvb;88
62173;28098_00303_00_01@28098|phiz-gate-cpfl-cchb;88
29720;KRV_NAL@KRV_NAL|urn:sbrfsystems:42-yenisei;88
110595;33955@2680|urn:sbrfsystems:99-rbc;88
72561;121103664@125620009|urn:sbrfsystems:52-isppn;88
54114;10652269916@3996663695|urn:sbrfsystems:49-ufo;88
98928;12996012544@12996012535|urn:sbrfsystems:49-ufo;88
79650;146179277@146179525|phiz-gate-gorod;88
45754;90755664@90759733|urn:sbrfsystems:55-isppn;88
45327;74215797@74215967|urn:sbrfsystems:55-isppn;88
72360;115789184@115789277|urn:sbrfsystems:52-isppn;88
44635;48032340@48032577|urn:sbrfsystems:55-isppn;88
110552;33878@2640|urn:sbrfsystems:99-rbc;88
78660;20819517@20819571|gorod-bajkal;88
68987;108400177@108400344|urn:sbrfsystems:55-isppn;88
1674;2592519@66221779|phiz-gate-gorod;88
1277;AVNTG@3128_AVNT|phiz-gate-enisey;88
92451;UKP38635@ASBC|phiz-gate-cpfl-dvb;87
27415;4174_00482_00_01@4174|phiz-gate-cpfl-cchb;87
28934;KRV_SCH13@KRV_UKULT|urn:sbrfsystems:42-yenisei;87
107869;33702_52470_00_01@33702|phiz-gate-cpfl-cchb;87
94640;10559982771@9399950017|urn:sbrfsystems:49-ufo;87
38626;5758336305@5758331874|urn:sbrfsystems:49-ufo;87
89093;165964-48@165964-48|urn:sbrfsystems:54-asbil;87
26929;420356_45@NSK_44|urn:sbrfsystems:42-yenisei;87
33397;49155_42601_00_07@49155|urn:sbrfsystems:44-cpfl;87
30855;30620_52220_00_01@30620|phiz-gate-cpfl-cchb;87
52352;TTTM49070@ASBC|phiz-gate-cpfl-dvb;87
66333;1800_06106_00_01@1800|phiz-gate-cpfl-cchb;87
37760;3187333413@3187333409|urn:sbrfsystems:49-ufo;87
44727;49741691@84971011|urn:sbrfsystems:55-isppn;87
45804;94594564@94595029|urn:sbrfsystems:55-isppn;87
74488;98916038@98916144|urn:sbrfsystems:52-isppn;87
74191;78083358@78083371|urn:sbrfsystems:52-isppn;87
71164;FORUM8635@ASBC|phiz-gate-cpfl-dvb;87
57494;10597271635@9399951109|urn:sbrfsystems:49-ufo;87
26090;79261722@79261722|phiz-gate-gorod-sb;87
11984;50055448@50407427|phiz-gate-cpfl-skb;87
109116;6975488449@6970023655|urn:sbrfsystems:49-ufo;87
49637;48559_51551_00_07@48559|urn:sbrfsystems:44-cpfl;87
24747;RODN9070@ASBC|phiz-gate-cpfl-dvb;87
110580;33925@2665|urn:sbrfsystems:99-rbc;87
100020;128922-56@128922-56|urn:sbrfsystems:54-asbil;87
100751;137248-54@137248-54|urn:sbrfsystems:54-asbil;87
44634;48032336@48032540|urn:sbrfsystems:55-isppn;87
101285;148555-11@148555-11|urn:sbrfsystems:54-asbil;87
45065;58569964@58570007|urn:sbrfsystems:55-isppn;87
30745;GEOL9070@ASBC|phiz-gate-cpfl-dvb;87
105323;91923-54@91923-54|urn:sbrfsystems:54-asbil;87
98734;110114916@134282763|urn:sbrfsystems:52-isppn;87
44812;51470810@80261945|urn:sbrfsystems:55-isppn;87
50928;V1249070@ASBC|phiz-gate-cpfl-dvb;87
28824;UPR18567@ASBC|phiz-gate-cpfl-dvb;87
57518;10642028796@9530718119|urn:sbrfsystems:49-ufo;87
98929;15240451642@15240376705|urn:sbrfsystems:49-ufo;87
99901;124003-56@124003-56|urn:sbrfsystems:54-asbil;87
75492;800000199_62738_00_07@800000199|urn:sbrfsystems:40-cpfl;87
72106;107754790@134311089|urn:sbrfsystems:52-isppn;87
33324;62257449@87414187|gorod-altaj;87
38263;3462931055@3462931051|urn:sbrfsystems:49-ufo;87
109093;4672706733@4672706729|urn:sbrfsystems:49-ufo;86
50141;UKJUR8635@ASBC|phiz-gate-cpfl-dvb;86
44482;44463644@44468405|urn:sbrfsystems:55-isppn;86
16182;134670001@134707338|phiz-gate-gorod;86
44614;47695098@47695258|urn:sbrfsystems:55-isppn;86
73924;62376047@62408059|urn:sbrfsystems:52-isppn;86
29664;GJC@3135_GJC|phiz-gate-enisey;86
91652;68723635@68724128|urn:sbrfsystems:55-isppn;86
24750;SAP9070@ASBC|phiz-gate-cpfl-dvb;86
110581;33926@2666|urn:sbrfsystems:99-rbc;86
78064;27912341@28302534|gorod-bajkal;86
44654;48199150@49326795|urn:sbrfsystems:55-isppn;86
72649;123187001@133061652|urn:sbrfsystems:52-isppn;86
45600;82236140@82237935|urn:sbrfsystems:55-isppn;86
37761;3187333440@3187333436|urn:sbrfsystems:49-ufo;86
29666;GTE@3113_GTE|phiz-gate-enisey;86
98421;10487699265@10463791968|urn:sbrfsystems:49-ufo;86
46711;11396728776@3014765941|urn:sbrfsystems:49-ufo;86
39043;8087794717@8087777058|urn:sbrfsystems:49-ufo;86
70015;99343015@99343167|urn:sbrfsystems:55-isppn;86
75736;60058988@60059210|phiz-gate-cpfl-skb;86
74577;11302_00976_00_01@11302|phiz-gate-cpfl-cchb;86
61378;15222_00300_00_01@15222|phiz-gate-cpfl-cchb;86
29562;44877933@65145601|phiz-gate-cpfl-skb;86
73919;62368038@62394545|urn:sbrfsystems:52-isppn;86
72031;106502121@134310855|urn:sbrfsystems:52-isppn;86
53883;VLD_NDD@VLD_NDD|urn:sbrfsystems:42-yenisei;86
19336;660640043_64521_00_07@660640043|urn:sbrfsystems:40-cpfl;86
50933;48631_52001_00_07@48631|urn:sbrfsystems:44-cpfl;86
98746;133698249@133717192|urn:sbrfsystems:52-isppn;86
79882;164609581@164609618|phiz-gate-gorod;86
38444;4420336455@4420331840|urn:sbrfsystems:49-ufo;86
45620;83441548@83441795|urn:sbrfsystems:55-isppn;86
68371;SIBT@3128_SIBT|phiz-gate-enisey;86
27850;VLD_SCGK@KP0031_81|urn:sbrfsystems:42-yenisei;86
60952;12294555021@12294535241|urn:sbrfsystems:49-ufo;86
112010;Org_5258@4269|urn:sbrfsystems:99-rbc;86
85133;158340-54@158340-54|urn:sbrfsystems:54-asbil;86
70152;94758904@94759687|urn:sbrfsystems:55-isppn;86
44472;44325664@44346897|urn:sbrfsystems:55-isppn;86
61975;3_00705_00_01@3|phiz-gate-cpfl-cchb;86
28610;631600012_63701_00_07@631600012|urn:sbrfsystems:40-cpfl;86
90646;22357_51058_00_01@22357|phiz-gate-cpfl-cchb;86
45520;79565881@79625473|urn:sbrfsystems:55-isppn;85
65268;57504870@74662533|phiz-gate-cpfl-skb;85
65232;13236379243@13236326936|urn:sbrfsystems:49-ufo;85
66331;1798_06106_00_01@1798|phiz-gate-cpfl-cchb;85
116259;1000421_96001_00_05@1000421|urn:sbrfsystems:16-cpfl;85
111753;Org_33684@4253|urn:sbrfsystems:99-rbc;85
56936;11958451878@3280755921|urn:sbrfsystems:49-ufo;85
71512;60607_52970_00_01@60607|phiz-gate-cpfl-cchb;85
52214;JSK419070@ASBC|phiz-gate-cpfl-dvb;85
26787;32530675@62507306|phiz-gate-cpfl-skb;85
70250;6921438520@6921438511|urn:sbrfsystems:49-ufo;85
89208;22362_53158_00_01@22362|phiz-gate-cpfl-cchb;85
74646;120827@63011064|phiz-gate-cpfl-skb;85
68842;10384366@60435659|urn:sbrfsystems:55-isppn;85
45646;85125227@85125890|urn:sbrfsystems:55-isppn;85
98660;3442631551@3442631547|urn:sbrfsystems:49-ufo;85
92130;8148518941@3014725918|urn:sbrfsystems:49-ufo;85
69988;98893162@98893266|urn:sbrfsystems:55-isppn;85
69813;88562567@88562764|urn:sbrfsystems:55-isppn;85
54232;42051_19098_00_01@42051|urn:sbrfsystems:44-cpfl;85
89078;165797-48@165797-48|urn:sbrfsystems:54-asbil;85
70012;99337412@99337459|urn:sbrfsystems:55-isppn;85
72085;107300828@111017511|urn:sbrfsystems:52-isppn;85
60883;56464028@74254201|phiz-gate-cpfl-skb;85
65784;ZGILF7718@ASBC|phiz-gate-cpfl-dvb;85
37754;3187333042@3187333038|urn:sbrfsystems:49-ufo;85
81246;MVD81582@ASBC|phiz-gate-cpfl-dvb;85
81084;56758775@56759198|gorod-bajkal;85
45044;57698872@84996546|urn:sbrfsystems:55-isppn;85
70347;35770412@49974920|urn:sbrfsystems:55-isppn;85
44043;TTT338635@ASBC|phiz-gate-cpfl-dvb;85
15301;6314800@73521580|gorod-altaj;85
66270;58244734@58245121|gorod-bajkal;85
35477;KRV_KRIST@KRV_KRIST|urn:sbrfsystems:42-yenisei;85
94769;10747950978@5050018156|urn:sbrfsystems:49-ufo;85
95107;13293399037@13293378525|urn:sbrfsystems:49-ufo;85
68802;9978770865@7212856874|urn:sbrfsystems:49-ufo;85
74201;80342476@134301432|urn:sbrfsystems:52-isppn;85
82193;90061079@117431388|urn:sbrfsystems:55-isppn;84
61838;14650_50465_00_01@14650|phiz-gate-cpfl-cchb;84
60833;161488637@161535194|phiz-gate-gorod;84
71458;1906_00845_00_01@1906|phiz-gate-cpfl-cchb;84
15276;4024744@73776181|gorod-altaj;84
62872;5659763@162671301|phiz-gate-gorod;84
73354;134473119@134722163|urn:sbrfsystems:52-isppn;84
57330;25137868@68715507|phiz-gate-cpfl-skb;84
30392;!ISTK@3128_ISTK|phiz-gate-enisey;84
89954;48249559@77890803|urn:sbrfsystems:55-isppn;84
76351;14427178991@14334409488|urn:sbrfsystems:49-ufo;84
71743;102271074@102272154|urn:sbrfsystems:52-isppn;84
69356;57063872@57064396|urn:sbrfsystems:55-isppn;84
100221;133211-56@133211-56|urn:sbrfsystems:54-asbil;84
60975;12663847402@4581631536|urn:sbrfsystems:49-ufo;84
78800;34005_52443_00_01@34005|phiz-gate-cpfl-cchb;84
70309;110347201@110347427|urn:sbrfsystems:55-isppn;84
70358;42416497@42416672|urn:sbrfsystems:55-isppn;84
76634;44415169@44416367|urn:sbrfsystems:55-isppn;84
73318;134224381@134224434|urn:sbrfsystems:52-isppn;84
71664;KRV_DOVER@KRV_DOVER|urn:sbrfsystems:42-yenisei;84
66483;TTT911322@ASBC|phiz-gate-cpfl-dvb;84
100191;132105-56@132105-56|urn:sbrfsystems:54-asbil;84
89352;108201646@108205500|urn:sbrfsystems:55-isppn;84
56945;6927977249@6913102440|urn:sbrfsystems:49-ufo;84
48535;3014775901@3014775899|urn:sbrfsystems:49-ufo;84
82122;15021926381@15021870874|urn:sbrfsystems:49-ufo;84
16473;69635968@129172228|phiz-gate-gorod;84
24848;VZR9070@ASBC|phiz-gate-cpfl-dvb;84
35581;68609809@68609868|phiz-gate-cpfl-skb;84
30014;CHV_YUJN@CHV_YUJN|urn:sbrfsystems:42-yenisei;84
62936;9922473@162675238|phiz-gate-gorod;84
99772;122253-48@122253-48|urn:sbrfsystems:54-asbil;84
99748;121707-48@121707-48|urn:sbrfsystems:54-asbil;84
38569;5402275529@5402274107|urn:sbrfsystems:49-ufo;84
45694;88162855@88163254|urn:sbrfsystems:55-isppn;84
73916;62367354@62391794|urn:sbrfsystems:52-isppn;84
44733;49818041@85262004|urn:sbrfsystems:55-isppn;84
80220;28786766@29039803|gorod-bajkal;84
38035;3262241990@3258348877|urn:sbrfsystems:49-ufo;83
51046;TTT97811@ASBC|phiz-gate-cpfl-dvb;83
45010;57373062@57376607|urn:sbrfsystems:55-isppn;83
68351;!KREN_SCH@3102_KREN|phiz-gate-enisey;83
60606;TSJSH8635@ASBC|phiz-gate-cpfl-dvb;83
12223;5895402@42908435|gorod-bajkal;83
50378;35186_52652_00_01@35186|phiz-gate-cpfl-cchb;83
85243;158521-56@158521-56|urn:sbrfsystems:54-asbil;83
38756;6716812899@3047376722|urn:sbrfsystems:49-ufo;83
14739;OHR@OHR|urn:sbrfsystems:40-yenisei;83
26400;800000027_62734_00_07@800000027|urn:sbrfsystems:40-cpfl;83
38661;6103971180@6103960081|urn:sbrfsystems:49-ufo;83
37519;3014793067@3014793065|urn:sbrfsystems:49-ufo;83
71839;104364304@104376305|urn:sbrfsystems:52-isppn;83
73471;15613736@125627290|urn:sbrfsystems:52-isppn;83
19370;660741005_62421_00_07@660741005|urn:sbrfsystems:40-cpfl;83
61974;1908_00969_00_01@1908|phiz-gate-cpfl-cchb;83
111279;Org_32350@3770|urn:sbrfsystems:99-rbc;83
106888;75422793@75422972|urn:sbrfsystems:55-isppn;83
103778;167506-54@167506-54|urn:sbrfsystems:54-asbil;83
69032;109430330@109433238|urn:sbrfsystems:55-isppn;83
47878;TTTOH8635@ASBC|phiz-gate-cpfl-dvb;83
101845;156918-46@156918-46|urn:sbrfsystems:54-asbil;83
33126;67314789@67341081|phiz-gate-cpfl-skb;83
4475;48966609@48966609|phiz-gate-gorod-sb;83
24844;VKT9070@ASBC|phiz-gate-cpfl-dvb;83
108174;168557-56@168557-56|urn:sbrfsystems:54-asbil;83
80210;25931589@54643809|gorod-bajkal;83
60996;7104728361@7104728358|urn:sbrfsystems:49-ufo;83
66838;KI_DK@KI_DK|phiz-gate-enisey;83
108404;TTT9559@ASBC|phiz-gate-cpfl-dvb;83
104145;73520-54@73520-54|urn:sbrfsystems:54-asbil;83
89671;117868176@117869645|urn:sbrfsystems:55-isppn;83
48367;3014772444@3014772442|urn:sbrfsystems:49-ufo;83
44688;48540881@48540959|urn:sbrfsystems:55-isppn;83
90846;79773671@83960848|phiz-gate-cpfl-skb;83
44630;48026297@48027363|urn:sbrfsystems:55-isppn;83
74413;96627315@96627494|urn:sbrfsystems:52-isppn;83
12225;6036406@42705190|gorod-bajkal;83
28969;CHV_DOMOF@CHV_DOMOF|urn:sbrfsystems:42-yenisei;83
47813;PRES8635@ASBC|phiz-gate-cpfl-dvb;83
45503;7892726@60435405|urn:sbrfsystems:55-isppn;83
104166;74656-54@74656-54|urn:sbrfsystems:54-asbil;82
92631;15638144530@15638046070|urn:sbrfsystems:49-ufo;82
100237;133274-56@133274-56|urn:sbrfsystems:54-asbil;82
56467;10108224474@9713436907|urn:sbrfsystems:49-ufo;82
48371;3014772530@3014772524|urn:sbrfsystems:49-ufo;82
45294;73538688@73748920|urn:sbrfsystems:55-isppn;82
73106;132861496@132861538|urn:sbrfsystems:52-isppn;82
38306;3670777304@3670777225|urn:sbrfsystems:49-ufo;82
98599;12133228218@9399950154|urn:sbrfsystems:49-ufo;82
97294;73754344@73754409|urn:sbrfsystems:55-isppn;82
92702;39866135@39867537|urn:sbrfsystems:55-isppn;82
86723;165697-05@165697-05|urn:sbrfsystems:54-asbil;82
70227;10075509350@7212856874|urn:sbrfsystems:49-ufo;82
69838;90038513@90044782|urn:sbrfsystems:55-isppn;82
75134;104439096@135739180|urn:sbrfsystems:52-isppn;82
73347;134433466@134563935|urn:sbrfsystems:52-isppn;82
94910;13179440012@9399952128|urn:sbrfsystems:49-ufo;82
38982;7548603587@7548593225|urn:sbrfsystems:49-ufo;82
45445;77321154@77323656|urn:sbrfsystems:55-isppn;82
47117;25137871@73109221|phiz-gate-cpfl-skb;82
62837;2361750@162674517|phiz-gate-gorod;82
103526;166795-69@166795-69|urn:sbrfsystems:54-asbil;82
36195;10107227663@10075239871|urn:sbrfsystems:49-ufo;82
68764;10110694303@7212856874|urn:sbrfsystems:49-ufo;82
69631;75422745@75422918|urn:sbrfsystems:55-isppn;82
50846;KRMN8635@ASBC|phiz-gate-cpfl-dvb;82
109098;5808855042@5808850633|urn:sbrfsystems:49-ufo;82
100858;137604-48@137604-48|urn:sbrfsystems:54-asbil;82
37830;3190061124@3190061120|urn:sbrfsystems:49-ufo;82
41409;RAD147718@ASBC|phiz-gate-cpfl-dvb;82
113082;170225-54@170225-54|urn:sbrfsystems:54-asbil;82
70247;6354629898@6354629884|urn:sbrfsystems:49-ufo;82
72944;131747850@131748531|urn:sbrfsystems:52-isppn;82
24618;84432107@84432107|phiz-gate-gorod-sb;82
66209;150960334@150960669|phiz-gate-gorod;82
79653;146332126@146332176|phiz-gate-gorod;82
94417;4142_06423_00_01@4142|phiz-gate-cpfl-cchb;81
45814;9608782@60435505|urn:sbrfsystems:55-isppn;81
89747;58561866@58561895|urn:sbrfsystems:55-isppn;81
44155;10983191@34515538|urn:sbrfsystems:55-isppn;81
65407;102633965@290131002|phiz-gate-gorod-sb;81
34884;102@113|phiz-gate-iqwave;81
111969;Org_34013@2796|urn:sbrfsystems:99-rbc;81
52443;2000452_17811_00_07@2000452|urn:sbrfsystems:16-cpfl;81
89654;107284553@107304106|urn:sbrfsystems:55-isppn;81
81224;44984896@45214270|gorod-bajkal;81
76637;TTT33487@ASBC|phiz-gate-cpfl-dvb;81
107906;10039588066@9436227132|urn:sbrfsystems:49-ufo;81
92664;15665531311@3047376722|urn:sbrfsystems:49-ufo;81
79842;164010952@164181510|phiz-gate-gorod;81
68990;108449354@108450013|urn:sbrfsystems:55-isppn;81
74718;68081830@68082043|phiz-gate-cpfl-skb;81
11953;10718372@10792380|phiz-gate-cpfl-skb;81
101703;155503-46@155503-46|urn:sbrfsystems:54-asbil;81
80398;19199029@22191052|gorod-bajkal;81
44610;47667207@47687516|urn:sbrfsystems:55-isppn;81
37465;3014787032@3014787030|urn:sbrfsystems:49-ufo;81
49407;7751265726@7751262191|urn:sbrfsystems:49-ufo;81
471;!RID@3102_RID|phiz-gate-enisey;81
90472;167129-54@167129-54|urn:sbrfsystems:54-asbil;81
69823;89550940@89551168|urn:sbrfsystems:55-isppn;81
1570;2035922@15096190|phiz-gate-gorod;81
14785;UF0056_06@TSJ_U-5_7|urn:sbrfsystems:42-yenisei;81
109118;6984052326@6970023655|urn:sbrfsystems:49-ufo;81
105830;98514-54@98514-54|urn:sbrfsystems:54-asbil;81
79303;30495_52105_00_01@30495|phiz-gate-cpfl-cchb;81
69675;7891821@104969986|urn:sbrfsystems:55-isppn;81
45079;60479197@60480840|urn:sbrfsystems:55-isppn;81
66161;163288415@163288441|phiz-gate-gorod;81
29332;ARS77718@ASBC|phiz-gate-cpfl-dvb;81
52251;TRAS9070@ASBC|phiz-gate-cpfl-dvb;81
112982;10579529681@9530659930|urn:sbrfsystems:49-ufo;81
37752;3187332850@3187332846|urn:sbrfsystems:49-ufo;81
98750;137258225@137258263|urn:sbrfsystems:52-isppn;80
63448;117533696@161918630|phiz-gate-gorod;80
49139;4093696963@4093696940|urn:sbrfsystems:49-ufo;80
69817;88667255@88667570|urn:sbrfsystems:55-isppn;80
69859;91428711@91429277|urn:sbrfsystems:55-isppn;80
73915;62367189@62391429|urn:sbrfsystems:52-isppn;80
63482;139056236@161940568|phiz-gate-gorod;80
103730;167405-46@167405-46|urn:sbrfsystems:54-asbil;80
78056;26195222@26197435|gorod-bajkal;80
71433;14707_50466_00_01@14707|phiz-gate-cpfl-cchb;80
32716;03055@#03055|urn:sbrfsystems:40-yenisei;80
44067;TTT79021@ASBC|phiz-gate-cpfl-dvb;80
94824;11159878392@9530545330|urn:sbrfsystems:49-ufo;80
45273;73483130@73483792|urn:sbrfsystems:55-isppn;80
77171;115694618@115749058|urn:sbrfsystems:55-isppn;80
61647;11498_50104_00_01@11498|phiz-gate-cpfl-cchb;80
24688;F259070@ASBC|phiz-gate-cpfl-dvb;80
80326;48035841@48274470|gorod-bajkal;80
45592;81894024@81894080|urn:sbrfsystems:55-isppn;80
45292;73538683@73748662|urn:sbrfsystems:55-isppn;80
2250;115601096@116240437|phiz-gate-gorod;80
114802;AIRA8636@ASBC|phiz-gate-cpfl-dvb;80
91528;46762009@109430726|urn:sbrfsystems:55-isppn;80
80707;13705232805@12374093455|urn:sbrfsystems:49-ufo;80
79612;129989110@129994386|phiz-gate-gorod;80
45306;73748792@73749286|urn:sbrfsystems:55-isppn;80
76090;152075682@152075744|phiz-gate-gorod;80
71954;105370055@133749636|urn:sbrfsystems:52-isppn;80
26101;AKN@3102_AKN|phiz-gate-enisey;80
27565;25488470@63133879|phiz-gate-cpfl-skb;80
109125;7070292425@6970023655|urn:sbrfsystems:49-ufo;80
92741;46349929@48507704|urn:sbrfsystems:55-isppn;80
37215;3014707552@3014707550|urn:sbrfsystems:49-ufo;80
80012;78643119@78657293|urn:sbrfsystems:55-isppn;80
62188;30168_52197_00_01@30168|phiz-gate-cpfl-cchb;80
64894;TTT911665@ASBC|phiz-gate-cpfl-dvb;80
113537;107676839@107677165|urn:sbrfsystems:55-isppn;80
109110;6975375160@6970023655|urn:sbrfsystems:49-ufo;80
57554;10756093930@9399952106|urn:sbrfsystems:49-ufo;80
103718;167386-46@167386-46|urn:sbrfsystems:54-asbil;80
98381;10216498392@9530741759|urn:sbrfsystems:49-ufo;79
53056;DSKMS029L@ASBC|phiz-gate-cpfl-dvb;79
71864;104627868@134020192|urn:sbrfsystems:52-isppn;79
76284;43030170@135704005|urn:sbrfsystems:52-isppn;79
74673;28666501@61667437|phiz-gate-cpfl-skb;79
73759;3796744@134230800|urn:sbrfsystems:52-isppn;79
53981;76220657@76220676|phiz-gate-cpfl-skb;79
48789;3190059145@3190059141|urn:sbrfsystems:49-ufo;79
80040;10962545@56193928|gorod-bajkal;79
69244;504890@83927224|urn:sbrfsystems:55-isppn;79
74680;28666552@61668518|phiz-gate-cpfl-skb;79
37340;3014757041@3014757039|urn:sbrfsystems:49-ufo;79
80348;5223451@37693612|gorod-bajkal;79
44496;44841374@44860149|urn:sbrfsystems:55-isppn;79
45285;73528359@73748146|urn:sbrfsystems:55-isppn;79
28482;2634506@64235521|phiz-gate-cpfl-skb;79
102540;161503-48@161503-48|urn:sbrfsystems:54-asbil;79
45049;579282@84073693|urn:sbrfsystems:55-isppn;79
3268;18504871@2931500010|phiz-gate-gorod-sb;79
80434;2108736@2990557|gorod-bajkal;79
60604;TEN8636@ASBC|phiz-gate-cpfl-dvb;79
54113;10652254664@3996663695|urn:sbrfsystems:49-ufo;79
111821;Org_33759@5565|urn:sbrfsystems:99-rbc;79
44832;51765185@51824720|urn:sbrfsystems:55-isppn;79
69103;116228@72240899|urn:sbrfsystems:55-isppn;79
44307;299504@78711356|urn:sbrfsystems:55-isppn;79
15032;!BGT@3128_BGT|phiz-gate-enisey;79
99826;122632-48@122632-48|urn:sbrfsystems:54-asbil;79
72755;125756540@134587038|urn:sbrfsystems:52-isppn;79
15955;25126_51791_00_01@25126|phiz-gate-cpfl-cchb;79
41355;43152025@70748870|phiz-gate-cpfl-skb;79
105507;94942-05@94942-05|urn:sbrfsystems:54-asbil;79
74741;74404380@74404537|phiz-gate-cpfl-skb;79
75663;31731278@31741645|phiz-gate-cpfl-skb;79
61495;26001_60501_00_01@26001|phiz-gate-cpfl-cchb;79
26951;420419_55@336|urn:sbrfsystems:42-yenisei;79
105710;97752-05@97752-05|urn:sbrfsystems:54-asbil;79
101376;151055-11@151055-11|urn:sbrfsystems:54-asbil;78
30756;TTT911071@ASBC|phiz-gate-cpfl-dvb;78
26936;420404_12@NSK_51|urn:sbrfsystems:42-yenisei;78
114813;AKSR38635@ASBC|phiz-gate-cpfl-dvb;78
